step,timeperf/rollout,ppo_actor/n_tokens,ppo_actor/update/clip_ratio/min,ppo_actor/update/new_logp/avg,timeperf/recompute_logp,ppo_actor/n_valid_tokens,ppo_actor/update/clipped_tokens,ppo_actor/update/new_logp/max,timeperf/compute_advantage,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/new_logp/min,timeperf/train_step,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/old_logp/avg,timeperf/update_weights,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/old_logp/max,timeperf/save,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/old_logp/min,timeperf/checkpoint_for_recover,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/rs_filtered_fraction,timeperf/eval,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/unclipped_behave_tokens,timeperf/clear_batches,ppo_actor/rs_upper,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/update_successful,ppo_actor/advantages/avg,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/n_valid_generated_tokens,ppo_actor/advantages/max,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/n_valid_tokens,ppo_actor/advantages/min,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_proximal_avg,ppo_actor/correct_n_seqs,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_proximal_max,ppo_actor/correct_seq_len/avg,ppo_actor/task_reward/max,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_proximal_min,ppo_actor/correct_seq_len/max,ppo_actor/task_reward/min,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/sample_staleness_theta_avg,ppo_actor/correct_seq_len/min,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/sample_staleness_theta_max,ppo_actor/eps_clip,ppo_actor/update/actor_loss/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/version_stats/sample_staleness_theta_min,ppo_actor/final_reward/avg,ppo_actor/update/actor_loss/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/version_stats/v_proximal,ppo_actor/final_reward/max,ppo_actor/update/approx_kl/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/version_stats/v_theta,ppo_actor/final_reward/min,ppo_actor/update/approx_kl/max,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/avg,ppo_actor/incorrect_n_seqs,ppo_actor/update/approx_kl/min,ppo_actor/update/entropy/max,ppo_actor/update/vocab_max_logits/max,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/entropy/min,ppo_actor/update/vocab_max_logits/min,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/grad_norm,ppo_actor/update/vocab_min_logits/avg,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/importance_weight/avg,ppo_actor/update/vocab_min_logits/max,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/importance_weight/max,ppo_actor/update/vocab_min_logits/min,ppo_actor/kl_rewards/max,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/importance_weight/min,ppo_actor/use_dual_clip,ppo_actor/kl_rewards/min,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/lr,rollout/accepted,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clip_ratio/avg,ppo_actor/update/n_tokens,rollout/reward,ppo_actor/n_seqs,ppo_actor/update/clip_ratio/max,ppo_actor/update/n_valid_tokens,eval-rollout/reward
60,0.00090172,208640.0,0.0,-0.20055,0.34851,56413.0,0.0,0.0,0.11615,0.0078125,0.0084383,-5.2139,2.9178,1.0,3.9962,-0.19214,0.087379,0.0,-1.3846,0.0,0.00036088,160.16,0.0066677,-4.628,9.3571e-05,413.0,3.0146,1.259e-05,4.5899e-05,119.0,-8.5987e-08,56412.0,0.0034724,5.0,0.0075231,1.0,-7.0326e-09,380.52,7.9849,14039.0,3.3333,925.0,0.0,56412.0,-3.3112,208.0,56412.0,1.0,251.0,0.64453,-0.20054,1.0,373.88,1.1,0.0,1.0,757.0,0.0,-5.2139,2.0,208.0,-0.00063346,0.0,2.0,0.4,9.9463,0.0,2.0,8.4526e-12,-5.3557,0.0,58.0,2.4749,0.0,0.0,59.0,-2.4749,0.0,0.22229,25.875,5.0,0.0,2.4719,45.25,713.8,-0.0084383,2.3349e-16,7.0,925.0,1.3846,0.82114,-16.203,659.0,-3.9962,0.99998,-7.4375,0.0,0.99823,1.0,-41.25,0.0,3.9934,0.0,0.0,-0.0,0.018385,5e-06,1.0,0.0,0.0,97413.0,0.59414,256.0,0.0,56413.0,
61,0.0012104,212350.0,0.0,-0.17378,0.35309,54906.0,0.0,0.0,0.11006,0.019531,0.0091908,-7.917,2.8978,1.0,6.3644,-0.1647,0.085333,0.0,-1.5247,0.0,0.00028403,161.59,0.0077795,-4.5806,8.0251e-05,379.0,5.3661,3.8362e-05,4.3225e-05,111.0,-8.4197e-08,54903.0,0.0027128,5.0,0.00993,1.0,-1.3895e-08,376.07,20.253,13662.0,3.4513,891.0,0.0,54903.0,-3.4512,229.0,54903.0,1.0,253.0,0.76953,-0.17379,1.0,371.83,1.1,0.0,1.0,891.0,0.0,-7.917,2.0,229.0,-6.3151e-05,0.0,2.0,0.4,8.5655,0.0,2.0,0.0,-7.2622,0.0,59.0,2.4749,0.0,0.0,60.0,-2.4749,0.0,0.19288,26.156,3.0,0.0,2.3887,46.75,733.67,-0.0091908,1.2934e-17,7.0,891.0,1.5247,0.79506,-16.057,646.0,-6.3644,0.99995,-6.875,0.0,0.99859,1.0,-41.0,0.0,4.5938,0.0,0.0,-0.0,0.0017218,5e-06,1.0,0.0,0.0,96274.0,0.58242,256.0,0.0,54906.0,
62,0.00075069,172930.0,0.0,-0.18594,0.33919,54722.0,0.0,0.0,0.096288,0.019531,0.0095457,-5.4319,2.8429,1.0,4.6261,-0.17639,0.08652,0.0,-1.4536,0.0,0.00042323,147.78,0.0071973,-4.5639,0.00010552,190.0,3.6359,0.0,4.4277e-05,105.0,-8.6147e-08,54722.0,0.0033583,5.0,0.0079743,1.0,2.0077e-08,361.54,10.7,13616.0,3.2505,680.0,0.0,54722.0,-3.2049,199.0,54722.0,1.0,251.0,0.59414,-0.18594,1.0,355.45,1.1,0.0,1.0,671.0,0.0,-5.4319,2.0,199.0,4.0583e-06,0.0,2.0,0.4,8.6196,0.0,2.0,-2.3963e-11,-9.5056,0.0,60.0,2.4749,0.0,0.0,61.0,-2.4748,0.0,0.21283,25.903,5.0,0.0,2.579,45.75,667.2,-0.0095457,3.3347e-16,7.0,680.0,1.4536,0.81729,-16.165,625.0,-4.6261,1.0,-6.875,0.0,0.99765,1.0,-42.0,0.0,4.2784,1.0,0.0,0.0,0.0097931,5e-06,1.0,0.0,0.0,92554.0,0.58047,256.0,0.0,54722.0,
63,0.00077835,185090.0,0.0,-0.1731,0.34728,58142.0,0.0,0.0,0.10096,0.027344,0.0081935,-7.2923,2.9021,1.0,4.323,-0.16498,0.085481,0.0,-1.5488,0.0,0.00038144,149.12,0.0072393,-4.6163,9.8379e-05,272.0,3.3362,4.2044e-05,4.4617e-05,108.0,-8.7428e-08,58140.0,0.0029201,5.0,0.0080517,1.0,-2.0995e-09,376.24,9.344,14471.0,3.2243,755.0,0.0,58140.0,-3.1965,202.0,58140.0,1.0,251.0,0.58242,-0.17309,1.0,370.24,1.1,0.0,1.0,755.0,0.0,-7.2923,2.0,202.0,-2.1188e-05,0.0,2.0,0.4,7.8928,0.0,2.0,-8.2013e-12,-6.817,0.0,61.0,2.4749,0.0,0.0,62.0,-2.4749,0.0,0.19737,26.417,5.0,0.0,2.6008,45.5,677.6,-0.0081935,1.7383e-16,7.0312,755.0,1.5488,0.66827,-16.216,647.0,-4.323,0.99997,-7.4688,0.0,0.99905,1.0,-41.0,0.0,4.7056,0.0,0.0,0.0,0.01326,5e-06,1.0,0.0,0.0,96318.0,0.60586,256.0,0.0,58142.0,
64,0.0025688,233220.0,0.0,-0.18168,0.35252,48829.0,0.0,0.0,0.11004,0.0078125,0.0089511,-6.9376,2.8303,1.0,3.8731,-0.17277,0.083572,0.0,-1.5173,0.0,0.00041286,170.88,0.0070451,-4.5655,0.00010834,566.0,2.8939,3.5724e-05,4.5308e-05,105.0,-8.7181e-08,48828.0,0.0030177,5.0,0.0078999,1.0,-3.4374e-09,361.61,7.5006,12143.0,4.0904,952.0,0.0,48828.0,-4.162,203.0,48828.0,1.0,256.0,0.58047,-0.18166,1.0,361.61,1.1,0.0,1.0,952.0,0.1,-6.9376,2.0,203.0,0.00041599,0.0,2.0,0.4,17.132,0.0,2.0,0.0,-9.3161,0.0,62.0,2.4749,0.0,0.0,63.0,-2.4749,0.0,0.20521,25.906,0.0,0.0,2.3528,47.75,,-0.0089511,1.0526e-15,7.0312,,1.5173,0.77356,-16.096,,-3.8731,0.99998,-6.8438,0.0,0.99809,1.0,-41.0,-0.0,4.5598,0.0,0.0,-0.0,0.020793,5e-06,1.0,0.0,0.0,92573.0,0.6375,256.0,0.0,48829.0,
65,0.0008645,263170.0,0.0,-0.19817,0.35952,52795.0,0.0,0.0,0.12288,0.015625,0.0062696,-4.9089,2.9974,1.0,1.9505,-0.1919,0.084465,0.0,-1.2776,0.0,0.00027705,187.59,0.0050175,-4.6731,9.9931e-05,905.0,1.3103,0.0,4.3546e-05,113.0,-8.6322e-08,52795.0,0.0030439,5.0,0.0051988,1.0,4.6243e-09,393.82,1.9022,13135.0,3.8187,1082.0,0.0,52795.0,-3.609,227.0,52795.0,1.0,242.0,0.60586,-0.19817,1.0,373.98,1.1,0.0,1.0,1082.0,0.0,-4.9089,2.0,227.0,0.00020233,0.0,2.0,0.4,7.418,0.0,2.0,5.6449e-12,-9.2891,0.0,63.0,2.4749,0.0,0.0,64.0,-2.4749,0.0,0.22668,25.758,14.0,0.0,2.4462,44.0,736.93,-0.0062696,4.4377e-16,7.0,974.0,1.2776,0.80494,-15.945,662.0,-1.9505,1.0,-7.2812,0.0,0.99875,1.0,-41.25,0.0,3.5879,1.0,0.0,0.0,0.14221,5e-06,1.0,0.0,0.0,100820.0,0.55234,256.0,0.0,52795.0,
66,0.00078814,168450.0,0.0,-0.1924,0.34476,53633.0,0.0,0.0,0.092569,0.015625,0.0053091,-5.8363,2.8375,1.0,5.3299,-0.18712,0.081417,0.0,-1.4851,0.0,0.00029022,149.41,0.0048529,-4.5983,9.2459e-05,284.0,4.3347,3.7787e-05,4.2895e-05,105.0,-8.7006e-08,53632.0,0.0026343,5.0,0.0052909,1.0,-1.4225e-10,358.91,14.204,13344.0,3.3434,660.0,0.0,53632.0,-3.2849,185.0,53632.0,1.0,252.0,0.6375,-0.19239,1.0,354.21,1.1,0.0,1.0,660.0,0.0,-5.8363,2.0,185.0,-0.00027571,0.0,2.0,0.4,8.3248,0.0,2.0,2.2227e-12,-5.5469,0.0,64.0,2.4749,0.0,0.0,65.0,-2.4749,0.0,0.21997,26.045,4.0,0.0,2.5171,47.0,655.0,-0.0053091,5.1345e-16,7.0,660.0,1.4851,0.75214,-16.044,644.0,-5.3299,0.99998,-6.8438,0.0,0.99954,1.0,-41.25,0.0,4.4155,0.0,0.0,-0.0,0.0048446,5e-06,1.0,0.0,0.0,91881.0,0.53789,256.0,0.0,53633.0,
67,0.00062925,177150.0,0.0,-0.19204,0.35216,57391.0,0.0,0.0,0.095953,0.011719,0.0057995,-5.0212,2.9178,1.0,2.5524,-0.18624,0.086029,0.0,-1.4496,0.0,0.00030565,156.94,0.0054914,-5.0098,9.6475e-05,299.0,1.8117,0.0,4.4847e-05,124.0,-8.6904e-08,57391.0,0.0028004,5.0,0.005802,1.0,-3.1905e-09,381.12,3.2575,14284.0,3.3967,708.0,0.0,57391.0,-3.359,221.0,57391.0,1.0,254.0,0.55234,-0.19204,1.0,378.8,1.1,0.0,1.0,708.0,0.0,-5.0212,2.0,221.0,0.00074988,0.0,2.0,0.4,6.209,0.0,2.0,-2.908e-11,-6.0192,0.0,65.0,2.4749,0.0,0.0,66.0,-2.4749,0.0,0.218,25.877,2.0,0.0,2.5996,47.0,676.0,-0.0057995,3.5465e-16,6.9688,676.0,1.4496,0.77119,-15.812,676.0,-2.5524,1.0,-7.4375,0.0,0.99969,1.0,-40.25,0.0,4.2613,1.0,0.0,-0.0,0.077891,5e-06,1.0,0.0,0.0,97567.0,0.54648,256.0,0.0,57391.0,
68,0.00081943,172930.0,0.0,-0.18492,0.3528,54171.0,0.0,0.0,0.095167,0.011719,0.0060634,-5.171,2.8629,1.0,2.8688,-0.17889,0.085265,0.0,-1.4835,0.0,0.00028631,154.81,0.0050975,-4.4258,9.2319e-05,345.0,1.9256,1.2268e-05,4.635e-05,106.0,-8.9407e-08,54170.0,0.0029543,5.0,0.0054394,1.0,6.9011e-09,366.42,4.115,13478.0,3.035,697.0,0.0,54170.0,-3.0016,186.0,54170.0,1.0,240.0,0.53789,-0.1849,1.0,360.13,1.1,0.0,1.0,697.0,0.0,-5.171,2.0,186.0,-0.00011387,0.0,2.0,0.4,7.7795,0.0,2.0,1.7605e-11,-8.0316,0.0,66.0,2.4749,0.0,0.0,67.0,-2.4749,0.0,0.21199,25.913,16.0,0.0,2.4858,45.75,460.69,-0.0060634,7.614e-16,7.0312,654.0,1.4835,0.87291,-15.993,251.0,-2.8688,0.99998,-6.7188,0.0,0.99903,1.0,-41.0,0.0,4.4084,0.0,0.0,0.0,0.056767,5e-06,1.0,0.0,0.0,93803.0,0.76875,256.0,0.0,54171.0,
69,0.0011764,175740.0,0.0,-0.18901,0.35309,49537.0,0.0,0.0,0.096607,0.011719,0.0052454,-5.3916,2.8213,1.0,4.2745,-0.18376,0.083336,0.0,-1.3163,0.0,0.00028905,159.81,0.0039568,-4.4166,8.1794e-05,428.0,3.2884,0.0,4.3566e-05,105.0,-8.7544e-08,49537.0,0.003106,5.0,0.0045795,1.0,1.2321e-08,353.32,9.1355,12320.0,3.3443,688.0,0.0,49537.0,-3.2675,203.0,49537.0,1.0,249.0,0.54648,-0.18901,1.0,344.07,1.1,0.0,1.0,688.0,0.0,-5.3916,2.0,203.0,0.00077309,0.0,2.0,0.4,5.6506,0.0,2.0,-1.4439e-11,-5.4816,0.0,67.0,2.4749,0.0,0.0,68.0,-2.4749,0.0,0.21666,25.712,7.0,0.0,2.5777,46.0,682.29,-0.0052454,9.4579e-17,6.9688,688.0,1.3163,0.80657,-15.783,678.0,-4.2745,1.0,-7.4375,0.0,0.99871,1.0,-40.0,0.0,3.7297,1.0,0.0,0.0,0.01392,5e-06,1.0,0.0,0.0,90449.0,0.50273,256.0,0.0,49537.0,
70,0.00084415,200320.0,0.0,-0.18789,0.34847,49561.0,0.0,0.0,0.10303,0.0078125,0.0046313,-5.8363,2.842,1.0,4.642,-0.18326,0.086412,0.0,-1.3979,0.0,0.00033636,167.97,0.0039905,-4.7245,8.4928e-05,534.0,3.6517,0.0,4.5418e-05,108.0,-8.5798e-08,49561.0,0.0035535,5.0,0.0045515,1.0,8.6206e-09,361.57,10.774,12326.0,2.9405,785.0,0.0,49561.0,-2.9235,194.0,49561.0,1.0,250.0,0.76875,-0.18789,1.0,355.86,1.1,0.0,1.0,785.0,0.0,-5.8363,2.0,194.0,0.0001894,0.0,2.0,0.4,5.8536,0.0,2.0,-4.8106e-12,-5.7467,0.0,68.0,2.4749,0.0,0.0,69.0,-2.4749,0.0,0.21376,25.66,6.0,0.0,2.6518,47.0,599.17,-0.0046313,2.3131e-16,7.0312,704.0,1.3979,0.83834,-15.711,382.0,-4.642,1.0,-7.3125,0.0,0.99936,1.0,-40.0,0.0,4.0469,1.0,0.0,0.0,0.009638,5e-06,1.0,0.0,0.0,92561.0,0.62383,256.0,0.0,49561.0,
71,0.0024047,182270.0,0.0,-0.20181,0.3526,52953.0,0.0,0.0,0.097439,0.019531,0.0062362,-9.3289,2.8338,1.0,7.0018,-0.19561,0.11293,0.0,-1.3359,0.0,0.00029111,151.41,0.0047544,-4.7411,9.4452e-05,268.0,6.0027,1.285e-05,4.4757e-05,105.0,-8.9407e-08,52952.0,0.0027096,5.0,0.0054104,1.0,6.9158e-09,358.25,24.512,13174.0,3.1885,727.0,0.0,52952.0,-3.131,186.0,52952.0,1.0,247.0,0.50273,-0.20181,1.0,346.48,1.1,0.0,1.0,727.0,0.0,-9.3289,2.0,186.0,0.0002737,0.0,2.0,0.4,6.0886,0.0,2.0,1.3507e-11,-6.3193,0.0,69.0,2.4749,0.0,0.0,70.0,-2.4749,0.0,0.23015,25.747,9.0,0.0,2.7411,48.75,681.44,-0.0062362,2.5217e-17,7.0,727.0,1.3359,0.86019,-15.903,643.0,-7.0018,0.99998,-7.6875,0.0,0.99852,1.0,-39.5,0.0,3.8035,0.0,0.0,0.0,0.00091027,5e-06,1.0,0.0,0.0,91713.0,0.46016,256.0,0.0,52953.0,
72,0.00088014,184580.0,0.0,-0.20274,0.34786,52594.0,0.0,0.0,0.09906,0.015625,0.0058803,-5.2601,2.846,1.0,2.245,-0.19689,0.083278,0.0,-1.3607,0.0,0.00034728,157.72,0.0048894,-4.8606,9.6595e-05,316.0,1.5382,1.3385e-05,4.3796e-05,107.0,-8.8578e-08,52593.0,0.0032931,5.0,0.0051291,1.0,-2.9012e-10,363.16,2.5199,13084.0,3.1831,722.0,0.0,52593.0,-3.0137,218.0,52593.0,1.0,247.0,0.62383,-0.20272,1.0,351.11,1.1,0.0,1.0,719.0,0.0,-5.2601,2.0,218.0,-0.00048814,0.0,2.0,0.4,7.4703,0.0,2.0,2.2666e-12,-7.1394,0.0,70.0,2.4749,0.0,0.0,71.0,-2.4749,0.0,0.23152,25.689,9.0,0.0,2.5328,45.0,693.89,-0.0058803,4.2577e-16,6.9062,722.0,1.3607,0.81965,-15.712,627.0,-2.245,0.99998,-7.5938,0.0,0.99901,1.0,-41.0,-0.0,3.8989,0.0,0.0,-0.0,0.10593,5e-06,1.0,0.0,0.0,92970.0,0.73047,256.0,0.0,52594.0,
73,0.00095022,185980.0,0.0,-0.22908,0.35359,60657.0,0.0,0.0,0.10086,0.0078125,0.0065378,-5.6289,2.9439,1.0,4.2751,-0.22261,0.081718,0.0,-1.3198,0.0,0.00032953,154.19,0.0050597,-4.6633,0.000104,247.0,3.289,3.9037e-05,4.7381e-05,106.0,-8.9436e-08,60655.0,0.0030877,5.0,0.0060698,1.0,-1.4087e-08,391.13,9.1381,15100.0,2.8168,743.0,0.0,60655.0,-2.6365,205.0,60655.0,1.0,239.0,0.46016,-0.22906,1.0,370.38,1.1,0.0,1.0,705.0,0.0,-5.6289,2.0,205.0,-8.7975e-05,0.0,2.0,0.4,7.0571,0.0,2.0,-3.1445e-11,-7.0181,0.0,71.0,2.4749,0.0,0.0,72.0,-2.4749,0.0,0.26151,25.558,17.0,0.0,2.5568,45.75,682.76,-0.0065378,1.8744e-16,7.0,743.0,1.3198,0.77077,-15.71,660.0,-4.2751,0.99997,-7.4688,0.0,0.99852,1.0,-40.75,0.0,3.7427,0.0,0.0,-0.0,0.013911,5e-06,1.0,0.0,0.0,100130.0,0.47305,256.0,0.0,60657.0,
74,0.00085226,167550.0,0.0,-0.19463,0.33534,50534.0,0.0,0.0,0.09498,0.011719,0.0082571,-7.0842,3.4663,1.0,6.5764,-0.18637,0.081234,0.0,-1.5683,0.0,0.00038574,145.16,0.0063225,-4.5004,0.00010659,228.0,5.5778,0.0,4.4767e-05,117.0,-8.7894e-08,50534.0,0.0031894,5.0,0.0078597,1.0,8.4546e-09,342.55,21.624,12570.0,2.3469,661.0,0.0,50534.0,-3.5845,209.0,50534.0,1.0,251.0,0.73047,-0.19463,1.0,336.67,1.1,0.0,1.0,661.0,0.0,-7.0842,2.0,209.0,-0.00014902,0.0,2.0,0.4,6.5243,0.0,2.0,-4.718e-12,-3.7795,0.0,72.0,1.6202,0.0,0.0,73.0,-2.4749,0.0,0.21984,25.734,5.0,0.0,2.5019,44.75,638.0,-0.0082571,4.9743e-17,7.0,661.0,1.5683,0.81116,-15.856,629.0,-6.5764,1.0,-7.0,0.0,0.99807,1.0,-39.75,0.0,4.7987,1.0,0.0,0.0,0.0013929,5e-06,1.0,0.0,0.0,87694.0,0.7,256.0,0.0,50534.0,
75,0.0007721,192770.0,0.0,-0.253,0.37075,67677.0,0.0,0.0,0.099217,0.0078125,0.0063234,-8.5419,3.1644,1.0,6.2067,-0.24668,0.087385,0.0,-1.513,0.0,0.00029105,163.31,0.0051946,-4.7095,0.00010907,344.0,5.2088,0.0,4.3736e-05,113.0,-8.7952e-08,67677.0,0.0028462,5.0,0.0070464,1.0,1.7135e-08,427.68,19.262,16855.0,3.1752,789.0,0.0,67677.0,-2.9684,214.0,67677.0,1.0,231.0,0.47305,-0.253,1.0,401.56,1.1,0.0,1.0,789.0,0.0,-8.5419,2.0,214.0,8.3014e-05,0.0,2.0,0.4,5.5176,0.0,2.0,-7.0458e-12,-7.642,0.0,73.0,2.4749,0.0,0.0,74.0,-2.4748,0.0,0.28669,25.491,25.0,0.0,2.6849,46.25,668.96,-0.0063234,6.7823e-17,7.0312,717.0,1.513,0.80868,-15.652,632.0,-6.2067,1.0,-7.0,0.0,0.99887,1.0,-40.25,0.0,4.5402,1.0,0.0,-0.0,0.0020158,5e-06,1.0,0.0,0.0,109480.0,0.63711,256.0,0.0,67677.0,
76,0.00086364,167040.0,0.0,-0.20752,0.347,52907.0,0.0,0.0,0.091017,0.019531,0.0061173,-6.8796,2.8177,1.0,5.9203,-0.20144,0.088257,0.0,-1.3847,0.0,0.0004345,144.88,0.0053032,-4.7905,0.00013224,242.0,4.923,3.9942e-05,7.2329e-05,102.0,-8.7311e-08,52906.0,0.0031275,5.0,0.0069598,1.0,3.7493e-09,351.54,17.525,13162.0,3.5363,660.0,0.0,52906.0,-3.5103,183.0,52906.0,1.0,252.0,0.7,-0.20752,1.0,346.88,1.1,0.0,1.0,660.0,0.0,-6.8796,2.0,183.0,-0.00030937,0.0,2.0,0.4,6.0313,0.0,2.0,-9.0127e-12,-7.3322,0.0,74.0,2.4749,0.0,0.0,75.0,-2.4749,0.0,0.2352,25.806,4.0,0.0,2.4854,46.0,645.0,-0.0061173,6.0717e-16,7.0,645.0,1.3847,0.88147,-15.937,645.0,-5.9203,0.99998,-7.5,0.0,0.99919,1.0,-40.0,0.0,3.9935,0.0,0.0,0.0,0.0026844,5e-06,1.0,0.0,0.0,89995.0,0.59843,256.0,0.0,52907.0,
77,0.00093172,228610.0,0.0,-0.24594,0.36355,62092.0,0.0,0.0,0.11489,0.015625,0.0066428,-5.3617,3.0444,1.0,3.3457,-0.23939,0.085564,0.0,-1.25,0.0,0.00035495,163.66,0.0052147,-4.6846,0.00012378,560.0,2.3809,7.258e-05,4.7672e-05,104.0,-8.7894e-08,62089.0,0.0033025,5.0,0.0061771,1.0,6.3894e-09,406.2,5.5968,15458.0,3.171,1008.0,0.0,62089.0,-3.0802,208.0,62089.0,1.0,243.0,0.63711,-0.24594,1.0,391.33,1.1,0.0,1.0,1008.0,0.0,-5.3617,2.0,208.0,0.00075705,0.0,2.0,0.4,8.3369,0.0,2.0,1.5359e-11,-5.8731,0.0,75.0,2.4749,0.0,0.0,76.0,-2.4749,0.0,0.28185,25.366,13.0,0.0,2.6776,47.0,684.23,-0.0066428,6.9621e-17,7.0312,778.0,1.25,0.75418,-15.682,647.0,-3.3457,0.99995,-7.4375,0.0,0.99857,1.0,-40.25,0.0,3.4903,0.0,0.0,-0.0,0.035236,5e-06,1.0,0.0,0.0,103990.0,0.625,256.0,0.0,62092.0,
78,0.00081931,208640.0,0.0,-0.22801,0.36778,61154.0,0.0,0.0,0.10999,0.0078125,0.0072885,-5.4997,3.0077,1.0,3.1961,-0.22075,0.086795,0.0,-1.527,0.0,0.00037318,162.66,0.006359,-4.8802,0.0001154,477.0,2.237,2.5332e-05,5.4332e-05,113.0,-8.9407e-08,61153.0,0.0032976,5.0,0.0073506,1.0,1.8464e-08,401.54,5.1076,15224.0,3.325,920.0,0.0,61153.0,-3.2072,196.0,61153.0,0.9696,240.0,0.61641,-0.228,1.0,384.23,1.1,0.0,0.75,920.0,0.0,-5.4997,1.9696,196.0,-0.0011199,0.0,2.0,0.4,5.7157,0.0,1.75,1.9493e-11,-5.6671,0.0,76.0,2.4529,0.0,0.0,77.0,-2.4749,0.0,0.25981,25.551,16.0,0.0,2.5751,45.0,661.12,-0.0072885,1.0866e-16,7.0312,710.0,1.527,0.73549,-15.652,640.0,-3.1961,0.99998,-7.375,0.0,0.99907,1.0,-39.75,0.0,4.6044,0.0,0.0,0.0,0.040921,5e-06,1.0,0.0,0.0,102790.0,0.61719,256.0,0.0,61154.0,
79,0.00079475,199170.0,0.0,-0.2149,0.35959,53120.0,0.0,0.0,0.10511,0.0078125,0.0087903,-7.7099,3.5206,1.0,6.4686,-0.20617,0.08438,0.0,-1.4938,0.0,0.00041179,171.31,0.0062872,-4.7527,7.7817e-05,575.0,5.4702,2.9631e-05,4.5458e-05,104.0,-8.2655e-08,53118.0,0.0034049,5.0,0.0072424,1.0,-5.745e-09,378.81,20.922,13216.0,3.3032,809.0,0.0,53118.0,-3.2169,184.0,53118.0,0.95882,250.0,0.63672,-0.21488,1.0,371.55,1.1,0.0,0.75,809.0,0.0,-7.7099,1.9588,184.0,8.0812e-05,0.0,2.0,0.4,6.7745,0.0,1.75,-6.7325e-12,-6.1277,0.0,77.0,2.4749,0.0,0.0,78.0,-2.4749,0.0,0.24708,25.398,6.0,0.0,2.6031,46.75,681.33,-0.0087903,1.9567e-16,6.9688,689.0,1.4938,0.83988,-15.557,657.0,-6.4686,0.99996,-6.7188,0.0,0.9975,1.0,-39.5,0.0,4.454,0.0,0.0,-0.0,0.0015514,5e-06,1.0,0.0,0.0,96976.0,0.63516,256.0,0.0,53120.0,
80,0.00078778,179840.0,0.0,-0.21825,0.3575,63332.0,0.0,0.0,0.094025,0.0078125,0.0078269,-6.4885,2.9906,1.0,2.8904,-0.21049,0.085229,0.0,-1.4151,0.0,0.00029869,151.75,0.005773,-4.6834,9.1207e-05,342.0,1.946,3.5932e-05,4.669e-05,109.0,-8.7428e-08,63330.0,0.0031091,5.0,0.0064527,1.0,-7.7099e-09,399.14,4.1773,15768.0,3.0548,705.0,0.0,63330.0,-2.9559,215.0,63330.0,0.97673,240.0,0.61719,-0.21825,1.0,381.88,1.1,0.0,0.75,705.0,0.0,-6.4885,1.9767,215.0,0.00025869,0.0,2.0,0.4,6.7282,0.0,1.75,-3.7646e-12,-8.7901,0.0,78.0,2.4749,0.0,0.0,79.0,-2.4749,0.0,0.25001,25.817,16.0,0.0,2.7969,46.25,658.06,-0.0078269,2.8505e-17,7.0312,700.0,1.4151,0.73387,-15.74,650.0,-2.8904,0.99997,-7.2812,0.0,0.99795,1.0,-39.75,0.0,4.1169,0.0,0.0,0.0,0.055553,5e-06,1.0,0.0,0.0,102180.0,0.82218,256.0,0.0,63332.0,
